    0     0 NaN   NaN   NaN 
    0     1 NaN   NaN   NaN 
    0     2 NaN   NaN   NaN 
    0     3 NaN   NaN   NaN 
    0     4 NaN   NaN   NaN 
    0     5 NaN   NaN   NaN 
    0     6 NaN   NaN   NaN 
    0     7 NaN   NaN   NaN 
    0     8 NaN   NaN   NaN 
    0     9 NaN   NaN   NaN 
    0    10 NaN   NaN   NaN 
    0    11 NaN   NaN   NaN 
    0    12 NaN   NaN   NaN 
    0    13 NaN   NaN   NaN 
    0    14 NaN   NaN   NaN 
    0    15 NaN   NaN   NaN 
    0    16     1     1    15
    0    17     2     2    15
    0    18     3     3    15
    0    19     4     4    15
    0    20     5     5    15
    0    21     6     6    15
    0    22     7     7    15
    0    23     8     8    15
    0    24     9     9    15
    0    25    10    10    15
    0    26    11    11    15
    0    27    12    12    15
    0    28    13    13    15
    0    29    14    14    15
    0    30    15    15    15
    0    31     1     1    30
    0    32     2     2    30
    0    33     3     3    30
    0    34     4     4    30
    0    35     5     5    30
    0    36     6     6    30
    0    37     7     7    30
    0    38 NaN   NaN   NaN 
    0    39 NaN   NaN   NaN 
    0    40 NaN   NaN   NaN 
    0    41 NaN   NaN   NaN 
    0    42 NaN   NaN   NaN 
    0    43 NaN   NaN   NaN 
    0    44 NaN   NaN   NaN 
    0    45 NaN   NaN   NaN 
    0    46     1     1    45
    0    47     2     2    45
    0    48     3     3    45
    0    49     4     4    45
    0    50     5     5    45
    0    51     6     6    45
    0    52     7     7    45
    0    53     8     8    45
    0    54 NaN   NaN   NaN 
    0    55 NaN   NaN   NaN 
    0    56 NaN   NaN   NaN 
    0    57 NaN   NaN   NaN 
    0    58 NaN   NaN   NaN 
    0    59 NaN   NaN   NaN 
    0    60 NaN   NaN   NaN 
    0    61     1     1    60
    0    62     2     2    60
    0    63     3     3    60
    0    64     4     4    60
    0    65     5     5    60
    0    66     6     6    60
    0    67     7     7    60
    0    68     8     8    60
    0    69     9     9    60
    0    70    10    10    60
    0    71    11    11    60
    0    72 NaN   NaN   NaN 
    0    73 NaN   NaN   NaN 
    0    74 NaN   NaN   NaN 
    0    75 NaN   NaN   NaN 
    0    76     1     1    75
    0    77     2     2    75
    0    78     3     3    75
    0    79 NaN   NaN   NaN 
    0    80 NaN   NaN   NaN 
    0    81 NaN   NaN   NaN 
    0    82 NaN   NaN   NaN 
    0    83 NaN   NaN   NaN 
    0    84 NaN   NaN   NaN 
    0    85 NaN   NaN   NaN 
    0    86 NaN   NaN   NaN 
    0    87 NaN   NaN   NaN 
    0    88 NaN   NaN   NaN 
    0    89 NaN   NaN   NaN 
    0    90 NaN   NaN   NaN 
