    0     0 NaN   NaN   NaN 
    0     1 NaN   NaN   NaN 
    0     2     1     1     1
    0     3     1     1     2
    0     4     2     2     2
    0     5     2     2     3
    0     6     3     3     3
    0     7     3     3     4
    0     8     4     4     4
    0     9     4     4     5
    0    10     5     5     5
    0    11     5     5     6
    0    12     6     6     6
    0    13     6     6     7
    0    14     7     7     7
    0    15     7     7     8
    0    16     8     8     8
    0    17     8     8     9
    0    18     9     9     9
    0    19     9     9    10
    0    20    10    10    10
    0    21    10    10    11
    0    22    11    11    11
    0    23    11    11    12
    0    24    12    12    12
    0    25    12    12    13
    0    26    13    13    13
    0    27    13    13    14
    0    28    14    14    14
    0    29    14    14    15
    0    30    15    15    15
    0    31    15    15    16
    0    32    16    16    16
    0    33    16    16    17
    0    34    17    17    17
    0    35    17    17    18
    0    36    18    18    18
    0    37    18    18    19
    0    38    19    19    19
    0    39    19    19    20
    0    40    20    20    20
    0    41    20    20    21
    0    42    21    21    21
    0    43    21    21    22
    0    44    22    22    22
    0    45    22    22    23
    0    46    23    23    23
    0    47    23    23    24
    0    48    24    24    24
    0    49    24    24    25
    0    50    25    25    25
    0    51    25    25    26
    0    52    26    26    26
    0    53    26    26    27
    0    54    27    27    27
    0    55    27    27    28
    0    56    28    28    28
    0    57    28    28    29
    0    58    29    29    29
    0    59    29    29    30
    0    60    30    30    30
    0    61    30    30    31
    0    62    31    31    31
    0    63    31    31    32
    0    64    32    32    32
    0    65    32    32    33
    0    66    33    33    33
    0    67    33    33    34
    0    68    34    34    34
    0    69    34    34    35
    0    70    35    35    35
    0    71    35    35    36
    0    72    36    36    36
    0    73    36    36    37
    0    74    37    37    37
    0    75    37    37    38
    0    76    38    38    38
    0    77    38    38    39
    0    78    39    39    39
    0    79    39    39    40
    0    80    40    40    40
    0    81    40    40    41
    0    82    41    41    41
    0    83    41    41    42
    0    84    42    42    42
    0    85    42    42    43
    0    86    43    43    43
    0    87    43    43    44
    0    88    44    44    44
    0    89    44    44    45
    0    90    45    45    45
    1     0 NaN   NaN   NaN 
    1     1 NaN   NaN   NaN 
    1     2 NaN   NaN   NaN 
    1     3     1     2     2
    1     4     1     2     3
    1     5     2     3     3
    1     6     2     3     4
    1     7     3     4     4
    1     8     3     4     5
    1     9     4     5     5
    1    10     4     5     6
    1    11     5     6     6
    1    12     5     6     7
    1    13     6     7     7
    1    14     6     7     8
    1    15     7     8     8
    1    16     7     8     9
    1    17     8     9     9
    1    18     8     9    10
    1    19     9    10    10
    1    20     9    10    11
    1    21    10    11    11
    1    22    10    11    12
    1    23    11    12    12
    1    24    11    12    13
    1    25    12    13    13
    1    26    12    13    14
