  
  
  1            2          100          2.8978046854e+00       3.2054258688e+01       1.6056107391e+03      
  2            2           -           5.5626531732e-01       3.6666666667e+01       1.8338895987e+03      
  1            3          100          2.8913188270e+00       3.2103100360e+01       1.6080463368e+03      
  2            3           86          5.5626531732e-01       3.6666666667e+01       1.8338895987e+03      
  3            3           -           5.0018655630e-01       4.0625000000e+01       2.0317501866e+03      
  1            4          100          2.8870140956e+00       3.2145381783e+01       1.6101561032e+03      
  2            4           86          5.5626531732e-01       3.6666666667e+01       1.8338895987e+03      
  3            4           74          5.0018655630e-01       4.0625000000e+01       2.0317501866e+03      
  4            4           -           4.5459804266e-01       4.4909090909e+01       2.2459091435e+03      
  1            5          100          2.8839487368e+00       3.2200310287e+01       1.6128994631e+03      
  2            5           84          5.5626531732e-01       3.6666666667e+01       1.8338895987e+03      
  3            5           73          5.0018655630e-01       4.0625000000e+01       2.0317501866e+03      
  4            5           64          4.5459804266e-01       4.4909090909e+01       2.2459091435e+03      
  5            5           -           4.1668244443e-01       5.0625000000e+01       2.5316666824e+03      
  1            6          100          2.8816549076e+00       3.2176889673e+01       1.6117261386e+03      
  2            6           86          5.5626531732e-01       3.6666666667e+01       1.8338895987e+03      
  3            6           73          5.0018655630e-01       4.0625000000e+01       2.0317501866e+03      
  4            6           64          4.5459804266e-01       4.4909090909e+01       2.2459091435e+03      
  5            6           13          4.1426334383e-01       5.0619388189e+01       2.5313836728e+03      
  6            6           -           3.8462039628e-01       5.1153846154e+01       2.5580769281e+03 
