
  1            2           56          1.7966873956e+00       3.2109086104e+01       3.2288754844e+02      
  2            2           -           5.5626531732e-01       3.6666666667e+01       3.6722293198e+02      
  1            3           73          2.2157180653e+00       3.2149269612e+01       3.2370841419e+02      
  2            3           86          5.5626531732e-01       3.6666666667e+01       3.6722293198e+02      
  3            3           -           5.0018655630e-01       4.0625000000e+01       4.0675018656e+02      
  1            4           84          2.4866812544e+00       3.2178085415e+01       3.2426753540e+02      
  2            4           86          5.5626531732e-01       3.6666666667e+01       3.6722293198e+02      
  3            4           74          5.0018655630e-01       4.0625000000e+01       4.0675018656e+02      
  4            4           -           4.5459804266e-01       4.4909090909e+01       4.4954550713e+02      
  1            5           96          2.7838731396e+00       3.2209962879e+01       3.2488350193e+02      
  2            5           84          5.5626531732e-01       3.6666666667e+01       3.6722293198e+02      
  3            5           73          5.0018655630e-01       4.0625000000e+01       4.0675018656e+02      
  4            5           66          4.5459804266e-01       4.4909090909e+01       4.4954550713e+02      
  5            5           -           4.1668244443e-01       5.0625000000e+01       5.0666668244e+02      
  1            6           91          2.6564665790e+00       3.2197321346e+01       3.2462968004e+02      
  2            6           86          5.5626531732e-01       3.6666666667e+01       3.6722293198e+02      
  3            6           73          5.0018655630e-01       4.0625000000e+01       4.0675018656e+02      
  4            6           65          4.5459804266e-01       4.4909090909e+01       4.4954550713e+02      
  5            6           13          4.1426334383e-01       5.0619388189e+01       5.0660814523e+02      
  6            6           -           3.8462039628e-01       5.1153846154e+01       5.1192308193e+02    
