 
 
  1            2            2          5.5630838537e-01       3.6660915831e+01       9.2291754368e+01      
  1            3            3          5.0081470278e-01       4.0551667112e+01       9.0633137389e+01      
  2            3            6          5.0336910151e-01       4.0239130356e+01       9.0576040507e+01      
  1            4            3          4.5587825846e-01       4.4723056155e+01       9.0310882000e+01      
  2            4            7          4.6936990823e-01       4.3062298991e+01       8.9999289814e+01      
  3            4            8          4.6690935656e-01       4.3368322973e+01       9.0059258629e+01      
  1            5            4          4.2340288629e-01       4.9693980488e+01       9.2034269117e+01      
  2            5            9          4.6829999480e-01       4.3882906960e+01       9.0712906440e+01      
  3            5           11          4.7129971897e-01       4.3273069103e+01       9.0403041000e+01      
  4            5           18          4.5437074979e-01       4.4929717086e+01       9.0366792065e+01      
  1            6            4          3.9453448310e-01       4.9756990503e+01       8.9210438814e+01      
  2            6            7          4.2059250359e-01       4.6346149148e+01       8.8405399507e+01      
  3            6            7          4.1271809297e-01       4.7325911924e+01       8.8597721221e+01      
  4            6            7          4.0408579670e-01       4.8651914785e+01       8.9060494455e+01      
  5            6            2          3.8473675025e-01       5.1135044873e+01       8.9608719898e+01  
