

  1            2            1          5.5626900818e-01       3.6665674171e+01       5.9293468235e+02      
  1            3            1          5.0019790762e-01       4.0621059724e+01       5.4081896735e+02      
  2            3            1          5.0018882653e-01       4.0623703619e+01       5.4081253014e+02      
  1            4            1          4.5462598408e-01       4.4897161302e+01       4.9952314538e+02      
  2            4            1          4.5460735608e-01       4.4902953140e+01       4.9951030922e+02      
  3            4            1          4.5460269932e-01       4.4905835113e+01       4.9950853443e+02      
  1            5            1          4.1674087670e-01       5.0594086327e+01       4.6733496303e+02      
  2            5            1          4.1670748483e-01       5.0604955923e+01       4.6731244075e+02      
  3            5            1          4.1669913769e-01       5.0610477412e+01       4.6730961511e+02      
  4            5            1          4.1669079090e-01       5.0616729802e+01       4.6730752070e+02      
  1            6            1          3.8472843296e-01       5.1095183003e+01       4.3582361596e+02      
  2            6            1          3.8467440703e-01       5.1114162270e+01       4.3578856930e+02      
  3            6            1          3.8466090292e-01       5.1123820996e+01       4.3578472392e+02      
  4            6            1          3.8464739976e-01       5.1134760343e+01       4.3578216010e+02      
  5            6            1          3.8463389755e-01       5.1149235532e+01       4.3578313308e+02      
